student_id,age,degree,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,job_ready,career_track
S100776,23,B.Sc,7.63,5.8,6.9,2.6,9.7,4.9,5.1,3,0,0,1,337.0,5,1,1,4,3,0.0,1.3,5.5,5.8,5.5,6.9,0,5
S100777,21,B.Tech,7.34,6.6,5.0,7.0,5.5,4.7,4.7,4,0,0,2,216.0,1,0,1,3,5,2.0,5.7,4.8,7.1,6.8,5.5,1,3
S100778,21,M.Tech,8.44,5.7,4.5,5.5,8.5,3.2,1.7,3,2,1,1,134.0,3,0,1,5,3,1.0,2.6,6.2,2.7,5.6,5.1,0,5
S100779,21,MCA,6.72,5.6,6.3,3.4,9.2,5.2,10.0,4,1,1,1,288.0,3,0,1,6,1,1.0,5.7,8.1,6.3,2.1,5.4,1,4
S100780,21,B.Tech,6.04,9.3,2.5,1.3,3.8,9.0,3.9,2,1,1,1,312.0,4,0,0,2,2,0.0,5.2,6.3,9.6,6.9,7.4,1,3
S100781,21,MCA,8.05,5.3,7.2,5.2,4.8,7.2,3.9,3,0,0,1,341.0,4,0,0,5,3,2.0,10.0,7.8,5.6,7.8,8.0,1,3
S100782,24,B.Tech,8.07,5.6,3.9,8.4,3.7,5.2,7.1,2,1,1,3,395.0,4,2,4,5,2,3.0,4.4,6.9,5.7,7.9,7.8,0,5
S100783,20,B.Sc,7.93,3.6,6.5,8.8,3.3,6.4,9.0,0,0,0,1,338.0,2,0,0,4,0,2.0,7.6,8.9,6.5,3.9,7.0,1,0
S100784,23,BCA,7.87,5.1,4.8,6.2,7.1,2.6,7.5,2,1,1,2,425.0,2,0,0,7,4,4.0,7.5,7.5,4.4,7.1,8.6,1,2
S100785,25,B.Tech,7.21,3.4,5.3,9.4,5.4,3.9,2.4,3,0,0,1,212.0,8,1,4,4,1,5.0,5.1,9.3,3.6,8.8,3.9,0,5
S100786,24,MCA,8.21,7.6,4.3,5.4,5.9,6.6,5.5,5,1,0,0,,2,1,2,3,1,4.0,5.7,5.0,5.6,10.0,6.6,1,3
S100787,22,B.Tech,7.46,10.0,5.5,7.4,6.9,7.8,0.9,0,0,0,1,241.0,1,0,0,2,3,1.0,5.5,6.1,2.2,6.9,10.0,1,3
S100788,20,M.Tech,7.06,5.8,9.6,4.6,2.1,2.8,7.0,0,0,0,1,289.0,3,0,1,5,0,1.0,4.0,6.5,6.3,7.8,2.1,0,5
S100789,25,B.Sc,7.22,3.5,8.6,4.5,8.4,3.4,1.4,2,2,0,1,71.0,2,0,0,1,1,1.0,3.8,5.0,6.6,4.2,4.7,0,5
S100790,20,B.Tech,,8.1,6.5,4.1,5.1,9.3,3.2,2,0,0,0,,2,0,1,4,2,1.0,4.7,4.7,2.3,4.0,3.7,0,5
S100791,24,B.Tech,5.94,5.2,5.7,1.4,6.9,4.7,5.0,2,1,0,1,261.0,5,1,1,4,2,4.0,3.2,7.2,5.8,7.8,6.4,0,5
S100792,24,B.Tech,7.95,8.8,7.5,8.1,7.0,8.5,6.0,3,2,0,3,277.0,1,0,1,4,0,0.0,4.5,7.7,5.1,2.3,8.7,1,1
S100793,21,B.Tech,5.99,6.0,8.1,4.2,8.5,5.0,4.4,1,1,0,3,438.0,3,1,2,2,1,,5.1,6.7,8.5,6.3,6.9,1,3
S100794,24,B.Tech,7.4,5.4,4.1,3.9,5.6,5.0,8.3,2,2,0,2,232.0,1,0,1,6,2,5.0,5.8,8.4,8.1,8.6,5.4,1,2
S100795,21,B.Tech,7.11,6.2,5.6,3.1,1.6,3.8,6.6,3,1,0,1,230.0,0,0,0,2,1,6.0,6.4,4.5,7.2,7.3,6.9,0,5
S100796,21,B.Tech,5.62,7.9,2.2,5.1,5.9,6.6,6.4,2,2,0,3,283.0,2,1,1,2,2,3.0,5.1,5.8,7.9,7.3,5.2,0,5
S100797,24,B.Tech,7.85,6.1,8.0,9.0,6.2,7.5,2.3,1,1,0,0,,2,1,2,5,0,5.0,4.0,4.4,4.8,5.9,6.2,0,5
S100798,25,M.Tech,7.16,5.6,9.9,9.7,3.7,2.2,8.7,0,0,0,1,127.0,3,1,2,4,2,3.0,6.4,6.8,6.0,5.3,7.0,0,5
S100799,21,M.Tech,5.61,6.1,6.0,2.2,6.1,3.7,3.2,3,0,0,2,78.0,4,0,1,2,6,2.0,7.1,7.4,5.0,9.9,9.3,1,3
S100800,25,M.Tech,8.26,4.2,1.5,4.8,5.1,6.5,8.8,2,0,0,3,54.0,3,1,1,1,2,0.0,4.5,8.9,3.5,8.2,6.7,0,5
S100801,25,B.Tech,8.79,7.2,7.0,3.4,3.1,4.2,9.4,2,1,0,0,,2,0,1,3,3,2.0,3.5,4.4,5.7,7.5,6.2,0,5
S100802,24,MCA,8.84,3.3,4.0,7.5,7.1,3.4,6.1,2,2,0,2,6.0,4,0,1,5,2,4.0,4.6,7.2,5.3,6.1,9.9,1,1
S100803,20,B.Sc,7.82,5.7,4.5,6.1,4.7,6.7,7.3,2,2,0,1,354.0,3,0,1,4,2,5.0,5.1,9.1,5.1,4.9,1.9,0,5
S100804,21,B.Tech,7.54,7.9,7.1,4.2,5.0,6.9,0.0,3,1,1,1,442.0,2,0,1,2,4,6.0,7.8,4.7,5.4,7.9,5.6,0,5
S100805,24,B.Tech,8.7,7.0,6.3,5.6,4.9,3.5,4.6,4,0,0,1,341.0,5,2,4,2,1,0.0,6.9,4.3,5.6,5.4,4.3,0,5
S100806,25,B.Sc,9.01,7.6,4.8,4.5,8.3,5.0,7.4,4,1,1,2,86.0,1,0,0,6,1,1.0,5.5,3.8,7.3,6.1,5.3,1,3
S100807,24,B.Tech,8.52,6.4,4.5,8.7,5.7,1.8,7.0,4,1,0,3,331.0,2,0,1,7,3,1.0,9.3,7.6,4.3,7.1,7.0,1,4
S100808,22,B.Tech,6.65,8.6,6.1,6.6,6.0,2.5,2.3,3,1,1,3,221.0,3,1,2,6,3,1.0,5.4,5.2,2.9,6.4,7.8,1,1
S100809,21,BCA,7.68,8.2,5.0,6.8,4.9,4.8,4.4,2,0,0,2,12.0,3,0,1,1,1,3.0,8.3,7.4,6.9,8.8,4.8,0,5
S100810,25,B.Tech,7.9,7.3,3.6,0.2,6.7,4.6,0.0,4,0,0,4,99.0,1,1,1,3,3,0.0,7.9,6.1,7.2,3.6,7.1,1,3
S100811,21,B.Tech,5.87,8.2,5.1,5.4,8.5,2.4,5.9,1,0,0,1,371.0,2,0,1,6,3,1.0,7.8,9.7,6.2,6.1,4.0,1,1
S100812,22,BCA,7.92,7.9,6.5,9.7,7.1,2.9,0.9,1,1,0,2,280.0,6,0,2,1,4,5.0,6.1,7.9,3.2,9.8,3.2,1,1
S100813,25,B.Sc,9.55,5.7,5.4,8.2,7.2,2.2,7.5,1,1,0,2,250.0,7,1,3,4,1,1.0,5.7,5.1,5.2,7.6,5.9,0,5
S100814,23,B.Tech,8.08,4.1,3.0,1.8,7.0,5.5,7.6,2,2,1,1,388.0,2,1,1,4,1,4.0,5.5,6.0,6.1,5.6,5.4,0,5
S100815,21,MCA,8.83,7.3,7.8,4.9,3.0,0.2,4.0,4,0,0,5,262.0,1,0,0,1,3,3.0,7.2,7.9,3.4,7.4,8.8,0,5
S100816,20,MCA,7.66,7.5,0.3,3.1,4.0,2.3,6.1,1,1,1,2,484.0,5,3,5,8,1,3.0,3.9,4.6,4.0,5.9,10.0,0,5
S100817,22,B.Tech,7.43,8.5,4.9,8.9,5.4,0.4,4.5,2,0,0,0,,2,1,2,3,2,2.0,5.0,,5.2,8.6,4.6,0,5
S100818,25,B.Sc,7.84,4.8,4.6,6.0,4.3,5.4,5.5,0,0,0,3,143.0,4,0,0,6,2,2.0,8.8,6.0,7.9,7.5,2.2,0,5
S100819,22,B.Tech,6.77,4.9,6.1,4.0,3.7,0.5,2.5,2,2,0,3,95.0,5,0,3,2,1,2.0,6.7,8.0,6.0,4.4,3.1,0,5
S100820,24,B.Tech,6.63,7.3,6.9,5.6,2.1,4.6,6.4,2,0,0,0,,2,0,0,6,1,3.0,7.4,6.1,4.4,6.4,4.1,0,5
S100821,21,B.Sc,8.64,6.4,8.1,0.3,3.1,8.1,1.4,1,1,0,3,455.0,2,0,1,5,3,0.0,3.1,5.6,5.1,6.8,6.2,0,5
S100822,24,B.Tech,8.74,3.1,4.4,3.3,5.3,8.2,1.0,2,0,0,0,,4,0,2,3,4,1.0,4.6,5.3,4.2,6.8,5.3,0,5
S100823,24,B.Sc,6.61,7.2,7.0,5.6,5.7,0.5,4.7,3,3,1,2,158.0,4,0,1,6,1,1.0,6.2,9.6,4.7,6.6,3.3,0,5
S100824,23,MCA,,3.2,6.2,7.2,4.2,5.2,4.5,3,1,0,0,,3,0,2,2,1,1.0,5.4,6.0,6.9,7.0,9.4,1,0
S100825,24,B.Tech,,4.8,2.4,1.6,6.0,2.3,5.6,5,3,3,0,,3,1,2,7,2,4.0,3.0,10.0,1.7,6.8,7.1,1,2
S100826,23,B.Sc,7.81,8.9,9.6,4.7,4.9,1.9,3.6,0,0,0,4,115.0,3,0,0,4,1,2.0,7.0,6.8,8.1,4.7,9.3,1,0
S100827,22,B.Tech,7.91,9.8,2.9,7.5,8.0,4.3,9.1,6,1,0,1,95.0,5,1,3,0,3,4.0,7.7,5.0,9.9,5.2,2.2,1,4
S100828,24,MCA,8.39,4.3,6.6,2.6,5.5,7.2,5.4,4,0,0,3,67.0,3,0,0,8,4,1.0,4.9,3.6,5.8,5.5,8.3,1,3
S100829,25,B.Tech,7.57,5.9,6.6,6.0,7.2,5.8,5.5,0,0,0,1,316.0,3,0,0,2,3,0.0,7.1,8.7,3.8,6.2,5.5,1,1
S100830,25,B.Sc,8.77,6.6,6.4,5.6,6.2,2.9,5.4,2,0,0,3,354.0,6,1,2,2,1,6.0,9.6,6.2,7.8,5.5,5.0,0,5
S100831,21,B.Sc,7.78,9.7,4.8,8.9,3.0,6.1,7.2,7,3,1,3,370.0,2,0,1,2,2,6.0,8.6,8.0,6.1,8.0,5.8,1,4
S100832,24,B.Tech,8.06,5.6,7.5,5.0,5.6,0.0,6.3,2,1,0,1,27.0,1,0,0,7,0,0.0,5.0,10.0,4.4,4.3,4.4,0,5
S100833,20,B.Sc,6.75,5.6,2.7,5.2,3.3,2.8,6.0,3,0,0,1,460.0,4,1,3,6,2,2.0,3.3,7.7,3.6,2.9,5.5,0,5
S100834,23,M.Tech,9.44,9.3,5.7,7.2,5.6,2.7,6.6,2,2,1,3,254.0,2,0,1,3,2,5.0,6.0,7.1,4.7,9.5,7.7,1,1
S100835,23,B.Sc,7.92,5.8,4.7,2.8,4.3,4.7,1.0,2,0,0,2,281.0,4,2,4,5,3,4.0,10.0,8.7,5.9,4.5,1.9,0,5
S100836,22,M.Tech,8.14,7.8,4.4,5.1,6.6,4.1,1.1,0,0,0,0,,3,1,2,8,1,7.0,8.2,7.9,7.3,8.0,8.8,0,5
S100837,25,BCA,6.05,3.8,6.7,4.6,3.1,4.2,4.8,1,1,0,1,138.0,0,0,0,10,1,4.0,5.5,4.2,6.1,7.1,6.6,0,5
S100838,25,B.Tech,6.76,6.2,8.0,5.2,5.8,4.1,4.6,5,0,0,0,,3,0,2,5,1,5.0,8.6,8.9,6.4,4.6,5.6,1,0
S100839,20,B.Tech,8.61,3.5,5.1,7.2,6.9,4.5,6.3,0,0,0,2,36.0,1,0,0,4,2,2.0,7.8,6.4,4.8,5.8,7.7,1,1
S100840,21,B.Tech,7.76,4.6,7.4,6.6,7.6,5.7,5.0,2,1,0,2,246.0,1,0,0,6,5,6.0,1.7,9.3,7.2,5.5,6.5,1,0
S100841,21,M.Tech,5.78,8.0,5.9,4.0,4.3,4.8,6.3,2,0,0,1,133.0,4,0,0,5,0,2.0,7.6,7.4,5.1,6.6,4.8,0,5
S100842,25,B.Tech,8.43,6.4,4.0,5.8,5.8,3.9,2.3,1,1,0,0,,0,0,0,1,4,1.0,5.7,8.6,9.2,4.6,4.3,0,5
S100843,23,B.Tech,7.01,5.9,5.3,8.5,6.2,5.4,5.0,2,2,0,2,309.0,1,0,0,10,2,3.0,3.8,6.1,4.2,5.7,8.8,0,5
S100844,24,B.Tech,8.77,5.2,5.2,3.8,8.9,6.3,2.0,1,0,0,4,65.0,1,0,0,6,1,2.0,5.7,3.8,6.3,5.9,2.8,0,5
S100845,24,MCA,7.42,6.1,4.4,5.8,2.8,3.3,5.9,0,0,0,4,487.0,3,1,1,5,4,0.0,6.3,7.5,9.9,8.0,5.4,0,5
S100846,24,B.Tech,7.68,7.0,6.7,5.1,4.0,4.4,0.9,0,0,0,3,117.0,2,0,2,2,0,1.0,3.9,8.3,7.6,5.3,3.0,0,5
S100847,20,B.Sc,8.56,8.3,6.3,5.4,10.0,7.1,5.8,4,0,0,2,40.0,4,1,2,3,0,2.0,5.3,5.5,7.0,4.2,6.8,1,3
S100848,20,B.Tech,6.69,1.8,2.6,2.2,5.3,2.1,1.8,7,0,0,0,,4,1,3,7,0,1.0,4.8,6.1,6.1,5.0,5.6,0,5
S100849,22,BCA,6.61,5.0,2.5,8.3,2.0,8.5,4.2,1,0,0,2,194.0,4,1,2,4,0,4.0,7.1,2.5,5.6,6.7,3.3,0,5
S100850,22,B.Tech,7.32,6.8,6.6,4.0,4.6,1.6,7.0,1,0,0,2,329.0,1,0,0,5,1,1.0,4.9,6.2,5.2,2.8,4.1,1,4
S100851,24,B.Tech,8.24,6.3,4.2,7.6,0.3,3.7,5.5,0,0,0,1,333.0,0,0,0,7,2,3.0,2.1,4.2,4.4,8.2,5.9,0,5
S100852,20,MCA,6.3,7.2,6.4,4.3,6.3,2.4,1.4,3,2,1,2,296.0,1,0,0,6,3,3.0,4.6,7.4,2.4,6.0,6.4,0,5
S100853,22,MCA,6.0,7.0,7.4,4.2,7.4,9.3,3.5,2,0,0,1,287.0,9,1,5,4,3,1.0,3.6,7.1,6.8,6.8,1.9,1,3
S100854,21,B.Tech,8.24,6.0,3.3,7.9,4.0,3.4,1.7,1,1,1,0,,3,0,0,5,3,3.0,2.9,6.5,2.4,6.4,4.4,0,5
S100855,21,B.Tech,6.96,5.6,3.0,7.5,4.9,3.4,1.3,1,0,0,1,326.0,1,0,0,3,1,,7.9,8.9,6.8,,6.1,0,5
S100856,21,M.Tech,,6.1,9.1,5.9,7.6,3.7,5.3,5,2,0,3,70.0,3,0,2,3,3,5.0,7.1,6.9,4.9,4.1,8.2,1,2
S100857,21,MCA,5.83,8.6,6.5,7.0,2.3,4.7,6.2,3,3,0,3,232.0,1,0,1,8,4,0.0,3.6,6.8,3.6,4.7,7.5,0,5
S100858,23,B.Tech,6.89,5.2,5.0,4.9,3.2,3.8,6.0,0,0,0,0,,1,0,1,6,2,3.0,3.0,,8.3,3.3,4.9,0,5
S100859,22,B.Tech,7.49,6.4,3.9,5.5,5.3,4.2,6.3,2,1,0,4,134.0,1,0,0,3,0,2.0,5.3,,2.6,6.6,7.8,1,4
S100860,22,M.Tech,8.34,6.8,4.8,4.2,4.3,0.0,5.0,6,4,1,2,431.0,2,0,0,2,5,3.0,2.9,8.3,4.2,5.7,5.2,1,2
S100861,22,M.Tech,6.81,9.3,3.4,7.3,5.2,4.6,4.4,0,0,0,0,,0,0,0,4,2,3.0,5.0,4.9,4.4,3.2,0.0,0,5
S100862,24,M.Tech,8.99,6.0,7.6,4.1,3.3,4.5,2.6,2,1,0,3,161.0,0,0,0,3,1,1.0,5.6,7.3,5.8,4.9,8.7,0,5
S100863,25,B.Sc,6.88,8.2,4.2,8.5,6.2,6.8,4.0,2,0,0,0,,2,0,0,1,0,4.0,6.1,8.7,4.3,7.2,6.7,1,1
S100864,23,B.Tech,6.89,8.7,8.0,4.9,5.5,7.4,2.1,3,1,1,3,309.0,6,0,1,1,1,2.0,6.2,4.7,8.4,8.3,6.2,1,1
S100865,23,MCA,8.88,6.4,5.0,5.5,6.9,4.1,3.1,2,0,0,3,354.0,2,0,0,2,1,4.0,3.9,4.1,2.8,3.7,5.8,0,5
S100866,24,MCA,7.69,6.1,3.7,7.0,6.2,6.3,5.2,1,1,0,1,128.0,2,0,1,7,4,4.0,5.6,4.6,10.0,9.9,6.4,1,3
S100867,24,M.Tech,7.0,5.9,4.9,5.5,6.2,2.1,4.7,3,2,0,1,86.0,3,1,3,4,5,4.0,8.1,9.8,3.4,4.3,5.8,1,2
S100868,20,B.Tech,7.36,6.0,0.6,4.9,2.9,6.2,10.0,1,1,0,1,46.0,2,1,2,5,4,5.0,1.3,5.4,10.0,2.9,5.2,0,5
S100869,25,B.Tech,8.72,8.0,5.6,5.4,6.8,3.2,2.0,3,1,1,2,248.0,1,1,1,5,2,1.0,6.2,4.3,7.7,9.2,4.5,1,1
S100870,20,M.Tech,8.82,6.9,5.5,7.3,5.1,1.9,4.7,4,0,0,1,463.0,2,1,1,4,4,1.0,3.1,7.2,5.3,4.1,6.0,0,5
S100871,22,B.Tech,6.76,6.9,7.4,4.2,5.5,4.1,1.9,3,0,0,3,479.0,3,1,1,7,1,3.0,8.3,1.6,6.0,8.7,4.0,0,5
S100872,23,BCA,7.46,4.5,2.0,5.2,7.9,7.6,4.1,5,1,0,1,280.0,5,0,2,1,2,2.0,7.1,4.8,4.7,4.8,3.5,1,3
S100873,22,B.Tech,7.58,4.8,8.1,5.5,4.4,4.9,4.2,2,2,1,3,266.0,2,0,0,4,2,0.0,7.1,9.0,6.2,5.5,6.3,1,0
S100874,21,M.Tech,6.61,10.0,7.4,7.2,8.5,7.8,6.9,1,1,0,1,252.0,1,1,1,2,1,5.0,3.8,4.8,4.0,3.7,7.8,1,1
S100875,25,MCA,7.45,6.2,8.3,5.3,8.7,2.9,4.0,1,1,0,2,119.0,1,1,1,1,2,3.0,6.0,6.0,6.9,8.3,4.2,1,0
S100876,20,B.Tech,7.5,5.1,5.7,9.1,7.3,6.8,4.6,3,2,0,1,208.0,7,1,2,5,5,4.0,6.3,7.0,5.9,8.1,4.6,1,0
S100877,21,B.Tech,8.53,9.1,7.8,5.2,3.8,3.1,4.1,3,0,0,2,467.0,3,0,0,1,0,4.0,0.8,7.0,3.5,4.8,2.4,0,5
S100878,25,B.Sc,8.59,7.0,2.9,5.0,1.4,5.0,1.9,3,1,1,0,,6,0,0,3,3,4.0,5.8,5.5,6.4,5.9,3.2,0,5
S100879,24,B.Sc,7.2,7.5,7.2,5.2,8.0,5.0,3.6,2,1,0,1,122.0,1,0,0,3,3,4.0,6.7,7.5,6.2,7.2,3.2,1,3
S100880,20,B.Tech,7.31,6.3,4.3,2.9,6.0,6.0,4.2,3,2,1,5,44.0,1,0,0,3,5,1.0,2.7,9.1,4.1,5.2,7.7,1,3
S100881,24,B.Sc,8.1,5.9,2.5,3.4,4.3,5.1,5.2,2,0,0,3,375.0,2,0,1,6,2,2.0,6.7,4.6,4.6,8.5,2.3,0,5
S100882,25,BCA,6.97,6.2,3.6,4.4,8.1,2.9,6.2,1,0,0,3,451.0,1,0,0,6,0,2.0,5.7,5.6,6.5,5.8,6.7,0,5
S100883,20,B.Tech,8.03,4.0,5.8,7.8,4.1,6.4,4.5,2,0,0,4,55.0,0,0,0,2,2,3.0,8.3,6.3,7.7,5.1,5.3,0,5
S100884,22,B.Tech,7.42,6.3,4.2,5.4,5.0,8.3,4.4,3,1,1,4,188.0,3,1,2,3,2,3.0,4.7,7.8,5.2,3.2,7.0,1,0
S100885,22,B.Tech,6.63,7.0,6.6,4.5,6.8,3.2,1.2,1,1,0,1,426.0,2,1,2,3,1,4.0,5.9,6.6,7.4,3.7,8.1,0,5
S100886,20,B.Tech,6.64,9.8,2.2,8.0,3.6,0.5,6.2,5,0,0,1,127.0,2,1,1,2,3,2.0,6.2,6.3,7.8,,5.7,0,5
S100887,21,B.Tech,8.8,6.7,1.5,8.6,5.6,5.6,3.5,1,1,0,1,91.0,3,0,1,4,2,,0.0,3.7,8.1,6.4,8.1,0,5
S100888,21,B.Tech,7.36,2.3,8.5,8.0,8.0,3.8,6.6,1,0,0,0,,5,0,0,5,4,4.0,4.8,4.5,6.3,7.5,8.9,1,0
S100889,21,B.Sc,8.98,6.3,7.6,3.8,6.2,4.2,7.9,2,1,0,0,,1,0,0,3,2,5.0,5.7,6.8,3.7,5.0,8.5,1,4
S100890,22,B.Tech,7.04,10.0,3.7,4.5,8.3,5.7,4.6,3,3,1,2,241.0,3,0,1,3,3,6.0,0.8,5.6,7.3,3.0,4.5,0,5
S100891,22,BCA,7.76,8.1,5.8,9.1,8.1,3.5,2.7,4,2,1,0,,5,4,5,6,1,2.0,6.8,5.9,5.1,5.1,1.9,1,1
S100892,21,B.Tech,9.65,5.0,7.8,6.0,5.8,3.9,5.0,1,1,0,0,,3,0,3,2,1,7.0,5.7,6.4,6.5,9.7,5.6,0,5
S100893,21,B.Tech,6.55,7.6,6.6,5.0,1.1,4.3,5.8,4,1,0,0,,7,0,3,1,2,1.0,5.7,10.0,4.2,4.3,6.2,0,5
S100894,21,M.Tech,5.79,5.2,6.1,6.9,3.6,7.7,4.3,2,1,0,2,38.0,3,0,2,1,0,2.0,6.9,5.6,4.3,5.9,1.9,0,5
S100895,24,MCA,8.66,4.1,8.0,7.5,7.3,4.6,3.8,3,0,0,1,132.0,0,0,0,7,1,0.0,4.7,9.0,4.1,1.7,5.9,0,5
S100896,21,B.Tech,6.76,5.9,4.3,4.4,2.7,1.8,6.2,3,0,0,2,91.0,1,0,0,7,0,0.0,5.6,8.9,2.9,5.1,0.7,0,5
S100897,25,B.Tech,7.48,6.7,5.9,5.9,5.1,1.9,6.1,2,0,0,0,,3,0,1,7,1,1.0,7.2,7.9,4.3,5.3,8.9,1,0
S100898,23,B.Tech,6.97,3.1,5.8,7.4,6.5,4.8,4.2,4,0,0,1,191.0,1,0,0,3,3,6.0,5.6,5.0,3.4,6.6,6.8,0,5
S100899,24,B.Tech,7.74,4.4,5.3,3.2,8.7,2.0,1.4,1,0,0,0,,3,0,0,11,1,2.0,1.8,6.7,6.6,5.4,4.2,0,5
S100900,23,B.Tech,6.64,6.5,5.0,5.5,4.6,1.1,6.0,1,1,0,2,287.0,2,0,1,5,2,3.0,5.6,5.8,3.4,3.3,6.1,0,5
S100901,21,B.Tech,7.34,5.8,5.9,3.3,4.5,5.9,3.3,1,1,0,1,138.0,3,1,3,3,2,2.0,5.6,10.0,4.2,4.8,6.3,0,5
S100902,23,B.Tech,7.9,7.2,5.9,3.5,5.7,6.0,5.5,2,1,0,2,362.0,0,0,0,9,2,1.0,7.3,7.2,5.5,5.6,6.8,1,3
S100903,21,B.Tech,6.59,4.3,3.7,4.4,6.5,3.7,5.3,3,1,0,4,263.0,1,0,1,5,2,1.0,4.8,6.1,9.1,4.2,5.9,0,5
S100904,20,BCA,6.87,7.8,7.4,6.5,5.5,5.1,0.8,4,2,1,2,475.0,1,1,1,7,3,2.0,3.5,9.7,4.1,4.5,7.7,1,0
S100905,21,B.Sc,7.19,4.4,3.8,4.9,7.9,4.9,5.2,2,1,0,1,242.0,1,0,0,6,2,2.0,3.6,5.9,2.7,7.8,3.3,1,3
S100906,21,B.Tech,,9.5,5.4,4.2,4.2,5.8,6.1,1,1,0,2,79.0,1,0,1,4,1,4.0,8.4,7.5,2.9,4.9,5.5,0,5
S100907,20,B.Tech,7.12,3.4,5.2,5.6,6.0,5.8,6.4,3,3,0,0,,5,0,3,3,3,5.0,6.1,7.8,3.8,6.8,9.4,1,3
S100908,20,B.Tech,7.61,4.5,6.5,3.2,6.7,0.0,5.3,2,2,2,3,155.0,5,0,2,5,3,3.0,8.3,7.1,4.2,5.7,5.1,1,2
S100909,25,B.Tech,7.14,7.3,1.6,6.4,5.0,4.0,0.7,3,1,0,0,,2,0,0,4,5,1.0,8.6,6.3,10.0,3.8,6.3,1,1
S100910,23,M.Tech,7.26,9.5,7.6,7.8,7.5,5.6,7.8,3,0,0,1,391.0,2,0,0,5,1,1.0,4.0,8.0,7.4,5.4,3.8,1,1
S100911,22,MCA,7.48,7.1,4.4,5.3,6.1,3.6,5.9,0,0,0,0,,5,2,2,3,3,2.0,3.9,,4.9,6.5,10.0,1,1
S100912,25,MCA,6.91,7.5,8.2,5.1,7.4,4.6,2.4,4,2,0,2,320.0,1,0,0,3,2,2.0,5.2,8.5,9.2,9.1,6.4,1,1
S100913,21,BCA,8.12,6.5,4.8,6.2,6.2,6.2,3.3,1,1,1,1,256.0,1,0,1,5,1,4.0,6.7,6.0,4.3,4.6,3.3,0,5
S100914,22,BCA,8.79,4.7,5.7,1.4,6.6,4.7,5.5,2,2,0,2,193.0,4,1,4,5,1,2.0,2.7,8.9,4.7,5.8,8.0,1,3
S100915,25,BCA,7.08,5.6,9.6,6.6,4.5,7.8,6.5,7,1,0,2,223.0,3,0,2,3,1,,6.4,8.4,4.6,7.6,3.7,1,0
S100916,23,B.Tech,7.94,4.3,5.2,10.0,4.5,7.0,3.9,2,2,0,2,390.0,3,0,0,4,2,1.0,6.3,7.5,7.6,,7.2,1,0
S100917,22,B.Tech,7.28,4.2,8.3,5.3,8.2,4.2,6.8,5,2,0,2,283.0,3,0,1,4,1,2.0,3.2,6.3,5.4,4.8,7.9,1,0
S100918,21,B.Tech,7.83,7.2,5.9,5.3,7.1,4.1,1.1,1,1,1,3,25.0,10,0,2,6,0,3.0,3.3,8.5,8.5,5.7,9.9,1,0
S100919,20,B.Sc,8.91,4.5,6.6,7.0,3.8,0.0,2.7,2,1,0,1,186.0,3,0,1,2,0,0.0,6.4,7.5,6.4,8.0,6.2,0,5
S100920,20,B.Tech,7.96,7.1,5.9,8.8,6.2,3.8,0.5,4,2,0,0,,7,3,4,4,2,2.0,9.6,0.7,7.3,6.9,5.9,1,1
S100921,20,MCA,5.9,4.2,7.5,7.4,1.1,1.5,3.0,2,2,0,1,106.0,3,1,3,3,3,0.0,4.9,5.0,1.9,7.9,1.7,0,5
S100922,24,B.Sc,7.91,7.0,4.4,1.2,4.7,5.0,8.3,2,2,1,1,236.0,1,0,1,4,0,1.0,6.2,6.8,2.1,8.1,4.9,0,5
S100923,23,B.Tech,8.61,5.6,3.8,6.6,7.7,4.8,9.5,1,1,1,0,,1,1,1,2,3,4.0,4.3,7.0,2.2,7.0,4.4,0,5
S100924,22,B.Tech,7.3,9.0,4.5,10.0,5.5,6.0,5.5,4,0,0,2,145.0,2,0,0,2,5,2.0,6.0,7.8,4.6,6.3,5.4,1,4
S100925,24,B.Tech,8.4,7.1,6.0,6.7,6.0,7.6,3.6,3,2,1,1,340.0,2,0,0,4,1,5.0,4.2,9.3,2.4,4.8,4.8,0,5
S100926,20,B.Tech,6.88,8.7,5.4,3.2,0.0,4.4,4.5,0,0,0,0,,6,3,5,4,3,2.0,5.0,7.6,8.0,5.6,7.4,1,4
S100927,21,MCA,6.16,5.1,7.2,6.1,5.0,9.5,6.0,1,0,0,3,163.0,4,1,2,4,3,4.0,10.0,2.7,5.1,5.7,4.7,1,3
S100928,22,B.Sc,7.63,6.6,8.4,2.9,6.5,5.0,1.6,5,1,0,2,447.0,4,1,3,3,1,3.0,5.7,6.9,6.7,8.2,6.8,1,3
S100929,25,M.Tech,5.92,4.7,3.8,8.0,6.7,1.6,3.7,4,1,0,0,,2,0,0,7,0,4.0,2.4,8.7,4.5,6.3,5.6,0,5
S100930,23,B.Tech,7.28,5.8,4.3,3.6,7.7,3.3,8.2,3,1,0,0,,3,0,0,6,1,2.0,6.8,6.7,7.1,6.3,4.6,1,4
S100931,25,B.Tech,8.66,6.0,2.9,5.6,5.4,3.7,2.7,2,1,0,2,113.0,2,1,2,5,2,,7.8,6.9,1.6,4.2,4.4,0,5
